"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","dataset"
"266","GO:0140534","endoplasmic reticulum protein-containing complex",61,0.552453723016472,-2.10092436511091,4.1512852873458e-06,0.000391051074067974,0.000318993501027624,2884,"tags=56%, list=25%, signal=42%","MAGT1/HYOU1/HSP90B1/ERN1/ARL6IP1/EMC9/SEC11C/DAD1/HSPA5/PPIB/SDF2L1/SEC61B/FAF2/DNAJB11/OSTC/PDIA3/SYVN1/SPCS3/SELENOS/PDIA6/EMC3/HM13/SEC61G/UBXN7/RINT1/EMC8/TMEM258/UFD1/OST4/AMFR/CAMLG/P4HB/RYR1/SSR4","Humanislets.com bulk RNAseq"
"267","GO:0010720","positive regulation of cell development",247,0.378087319043007,1.69392147836976,7.0376563218637e-06,0.00039280176070745,0.000333574326714502,2712,"tags=34%, list=22%, signal=27%","ZBTB7B/SPEN/EP300/TRAK1/NUMBL/TOX/RFX3/ZNF335/LRP8/DSCAM/PLXNA2/ZMIZ1/SMURF1/PNP/WNT3/LIG4/DHX36/KLHL25/IST1/ZFYVE27/SHB/BRD4/NKX6-2/SOX4/RELA/PARP6/PLXNB2/RAB21/BRD2/ADNP/SART1/NRP1/GOLGA4/ACIN1/AP3D1/EFNA5/ZNF365/PDE3A/NEURL1/TNFRSF11A/ARID1A/AMBRA1/ARID1B/CYLD/BRAF/STK11/CDON/L1CAM/XRCC6/PLAG1/FMR1/SMARCD2/SRRT/RPTOR/MALT1/FOXO3/DUSP10/PLXNB1/NKX6-1/RIPK1/QKI/CDKL5/BRD7/KLF10/FBXW8/HMGB1/SEMA4D/EEIG1/SNW1/ID4/ITGB1/BMP2/MECP2/SRF/FOS/KRAS/F11R/CRABP2/BMPR2/MAP6/IL6ST/RUFY3/SMARCA4/MEGF8/TENM4","HPAP beta-cell scRNAseq"
"268","GO:0016769","transferase activity, transferring nitrogenous groups",19,-0.758424666822655,-2.10247763744792,2.11306983018489e-05,0.000410539281293064,0.000315212822788482,1752,"tags=47%, list=14%, signal=41%","GPT2/GOT1/GFPT1/AMT/CISD1/BCAT2/KYAT3/BLVRB/PSAT1","HPAP beta-cell scRNAseq"
"269","GO:0071559","response to transforming growth factor beta",178,0.414725874468909,1.79628093345445,7.65611631959616e-06,0.000421302062826228,0.000357777296358297,2549,"tags=35%, list=21%, signal=28%","ITGB5/BCL9L/EP300/SELENON/FBN2/CREBBP/ZBTB7A/KMT2A/ZFP36L2/DKK3/ZMIZ1/SMURF1/TGFBRAP1/ABL1/SMURF2/SIN3A/ONECUT2/LEMD3/DDR2/ARID4A/SPRED2/CRK/LPXN/ARID4B/ING1/ZEB1/ROCK1/SAP30L/TAB1/CTSK/FURIN/SPRY2/PDE3A/AXIN1/HSPA5/SNX25/SMAD3/STK11/NPNT/PMEPA1/MAPK7/PXN/HSPA1A/ITGB8/TRIM33/NLK/PEG10/HTRA1/SMAD5/PPM1A/APPL2/ZFHX3/ROCK2/SCX/NREP/SOX9/ERO1A/SNW1/BMP2/WFIKKN1/SPRED3/FOS/SMAD1","HPAP beta-cell scRNAseq"
"270","GO:0043235","receptor complex",147,0.420209844989999,1.7622760726003,2.18794942594302e-05,0.000431699252118758,0.000365839316969421,2807,"tags=36%, list=23%, signal=28%","ITGB5/TSHR/STXBP5/IL13RA2/ABHD12/LRP8/RAMP3/IRS1/PLXNA2/IL6R/TAOK2/IL10RB/TYK2/DDR2/VDR/GABRG2/APP/ITPR3/LDLR/GRIN2A/ACVR2B/SHISA6/PLXNB2/IKBKB/GRIK5/NRP1/CD44/KCTD8/SMAD3/TFRC/ADRA2A/ADGRV1/IFNLR1/ITGB8/GABRB3/PLXNB1/RIPK1/GRIA2/NBR1/ITGAV/RXRA/LEPR/SEMA4D/ITGB1/BMP2/GP1BB/TRAF2/BMPR2/IL6ST/PLXND1/TRAF3/TRAF6/ACVR2A","HPAP beta-cell scRNAseq"
"271","GO:1903313","positive regulation of mRNA metabolic process",115,0.47341955324138,1.95055141267146,8.03336005497128e-06,0.0004359213574274,0.000370192264521484,3135,"tags=44%, list=26%, signal=33%","SAMD4B/TNRC6C/UPF1/RC3H2/ZFP36L2/DHX36/ALKBH5/GIGYF2/DAZAP1/TNRC6A/DIS3/YTHDF1/KHSRP/MEX3D/SYNCRIP/TNKS1BP1/AGO2/TRA2A/ROCK1/DCP1A/SAMD4A/TENT4B/CELF1/PDE12/TNRC6B/HNRNPD/RBM3/PAN3/TENT4A/TUT7/PUM2/MOV10/QKI/CNOT6L/ROCK2/METTL14/SNW1/CNOT8/RC3H1/GTPBP1/NCBP1/PUM1/PNPT1/PRPF19/PATL1/DIS3L2/CNOT1/ELAVL1/NCL/ZFP36L1/NT5C3B","HPAP beta-cell scRNAseq"
"272","GO:0140033","acetylation-dependent protein binding",21,0.741035582953237,2.11243129000181,2.39739096298249e-05,0.000452840515230026,0.000347691788783426,2274,"tags=76%, list=19%, signal=62%","EP300/KMT2A/PSME4/BAZ2A/CARM1/TAF1/BRD4/MLLT1/ZMYND8/BRD2/BRD3/BRD9/TRIM24/PHIP/BRD7/ZZEF1","HPAP beta-cell scRNAseq"
"273","GO:0045277","respiratory chain complex IV",15,-0.806686649927967,-2.02435616379228,4.03766026856601e-05,0.000454675656329825,0.000353872742073406,1560,"tags=80%, list=12%, signal=70%","COX7A1/COX8A/NDUFA4L2/C15orf48/COX4I1/COX5A/COX6A1/COX7C/COX7A2/COX6B1/COX7B/COX5B","HPAP alpha-cell scRNAseq"
"274","GO:0051604","protein maturation",447,-0.37456364958339,-1.54457060822258,7.68520064862527e-06,0.00049210075121036,0.000450543257040799,2738,"tags=28%, list=22%, signal=23%","LMAN1/PGAP3/ANXA2/PRSS12/SDHAF4/FXN/PCSK1N/DNAJC19/PPID/GZMB/PRDX4/SDF2/PTGES3/ENTPD5/STUB1/DHPS/CFD/FKBP11/WFS1/FGA/UGGT1/MYH9/HSPB1/CCT3/DNAJC4/SIL1/PGK1/GCSH/DOHH/SPCS1/PIGF/HTRA2/TOR1A/GSN/PPIL1/ADAM9/ADAMTS13/NUDC/CASP9/SOX4/GLG1/MBOAT4/PFDN1/TBCD/FKBP1B/CWC27/PFDN4/ALG12/PRKACB/STOML2/DNAJC7/NAA80/AHSA1/SNRNP70/PDIA6/NFU1/PFDN6/IMMP2L/TASP1/NAA20/PIGP/HSPE1/ARL2/BAG1/PFDN2/TELO2/CALR/IMMP1L/METAP1/PDCD5/FKBP1A/CCS/B2M/ISCA2/CCT2/PEX19/PPIA/DPM2/PGAP2/BAD/MESD/ATG4B/BAG2/CCT4/PPIL3/S100A10/HM13/SDF2L1/ENO1/PPIE/NDUFAB1/SLC30A8/AIP/MPDU1/PPIB/UNC45A/PARP1/BOLA2B/PDCL3/TBCA/PLGRKT/CISD1/BOLA3/CHAC1/FGG/CCT5/VBP1/TMEM208/PSENEN/HSPBP1/PIGU/CDC37/CISD3/FKBP2/RUVBL2/FKBP4/SPCS2/PIGO/CCT7/NAA10/DPM3/TSPAN15/CIAO2B/WDR83OS/TBCB/PPIC","HPAP alpha-cell scRNAseq"
"275","GO:0043648","dicarboxylic acid metabolic process",75,-0.565988335090527,-1.96326475079562,7.91743445460003e-06,0.000498924044202574,0.000456790328683942,2922,"tags=49%, list=23%, signal=38%","DLD/D2HGDH/GLUL/MTHFD1L/ME1/DLST/ASL/FTCD/GAD2/SUCLG2/QPRT/ALDH1L2/NIT2/ATIC/MDH1/GPT2/GOT2/ALDH5A1/ALDH18A1/FPGS/ACLY/ACOT4/FAHD1/PCK2/SDHAF3/SLC7A11/MTHFS/OGDH/KGD4/GRHPR/MTHFD2/KYAT3/HAAO/MDH2/SUCLA2/IDH2/FAHD2B","HPAP alpha-cell scRNAseq"
