"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","common_name"
"219",10499,0.0817925614733004,-1.8384015554409,0.730430330255585,0.46706470559962,0.679595987446408,"NCOA2"
"220",1051,0.0724156042816317,-0.385992030856387,0.422906558489218,0.673393692461981,0.826392920274963,"CEBPB"
"221",10514,0.245193987804676,0.862613816793534,3.0216987965684,0.00329004719591538,0.0373968697935715,"MYBBP1A"
"222",10519,0.380031587533389,-0.768484698761579,2.74063851835822,0.0074232512378941,0.0562546299539824,"CIB1"
"223",1052,0.230027462935242,-2.80935209214967,1.87539730972202,0.0640495656220987,0.209749244936431,"CEBPD"
"224",10525,-0.266442308348604,4.57145522286363,-3.04294129964779,0.00308718331832602,0.0360442209601365,"HYOU1"
"225",10529,-0.313648613058958,0.899427305128182,-2.92367365846502,0.004396135643682,0.0427630437098576,"NEBL"
"226",10531,-0.0124457860563416,1.72569238221883,-0.133906217257323,0.893782080883601,0.950291774201202,"PITRM1"
"227",10534,0.418112715117093,0.496868772420365,3.44226345216164,0.000884388257518793,0.0204074252806404,"ZNRD2"
"228",10535,0.136246160983299,-1.61191662367063,0.825348186300058,0.411402726431489,0.631771312193265,"RNASEH2A"
"229",10536,-0.155228112714265,-2.65362046493426,-1.03215137999625,0.304825692879205,0.533814579997877,"P3H3"
"230",10540,-0.074662990123342,2.71600536554151,-0.926443824768423,0.356745769951035,0.586895077984308,"DCTN2"
"231",10541,0.0138793166719355,3.58719229492958,0.1559074239136,0.876462595749995,0.942471213901067,"ANP32B"
"232",10542,-0.123277569419207,-1.51531774203876,-0.726976811857516,0.469167050624565,0.680469602252736,"LAMTOR5"
"233",10544,-0.118708611680343,-0.0539590318529184,-0.85366080737391,0.395607545325282,0.619290771029477,"PROCR"
"234",10548,0.133514965445027,0.668211432494123,1.43170748867568,0.155764908382504,0.363223083340464,"TM9SF1"
"235",10549,0.280216323063649,2.96905300253897,1.77701362385887,0.0790166309880822,0.238214185169376,"PRDX4"
"236",10551,0.993702931224997,1.81293354186163,2.55652239939069,0.0122845738181191,0.0750275762145425,"AGR2"
"237",10553,-0.0397092642353418,0.830478135921387,-0.500461707875099,0.617997639447565,0.794401991817624,"HTATIP2"
"238",10554,-0.140256663712971,0.800566167623296,-1.55311914328881,0.123978950215855,0.313608466189637,"AGPAT1"
"239",10555,0.115990448284199,0.00031998469322029,1.00827458508078,0.316083269109892,0.547115699155524,"AGPAT2"
"240",10556,-0.000788707722134463,-0.634848286756839,-0.0109741978835873,0.991268839718719,0.995159983348626,"RPP30"
"241",10558,0.13149478730204,1.0290114288565,1.87473817891623,0.0641413054326623,0.209749244936431,"SPTLC1"
"242",10559,-0.413086519957296,-2.21643092132767,-3.01718340233656,0.0033347305616128,0.0375570205269347,"SLC35A1"
